id,first_name,last_name,dynasty,ship_id,status,home_planet,is_visible
,Marian,Foster,Ambition,starfall,Present and accounted for,Ellarion,FALSE
,Leila,Thwaite,Hope,aurora,Present and accounted for,Osiris,FALSE
,Boyce,William,Hope,immortal,Present and accounted for,Osiris,FALSE
,Luvenia,Trengove,Confidence,whirlwind,Present and accounted for,Caelena,FALSE
,Hammond,Parent,None,cyclone,Present and accounted for,Caelena,FALSE
,Paige,Mason,Strength,immortal,Present and accounted for,Osiris,FALSE
,Zackery,Sexton,Ambition,polaris,Present and accounted for,Ellarion,FALSE
,Angelia,Doctor,Purity,polaris,Present and accounted for,Ellarion,FALSE
,Mickey,Alvey,Tranquility,centurion,Present and accounted for,Caelena,FALSE
,Cherie,Hanley,Intelligence,discovery,Present and accounted for,Ellarion,FALSE
,Conor,Edgar,Purity,cyclone,Present and accounted for,Caelena,FALSE
,Maggie,Rowe,Excellence,spectrum,Present and accounted for,Ellarion,FALSE
,Louisa,Wakefield,Confidence,karma,Present and accounted for,Osiris,FALSE
,Kaylie,Benn,Strength,polaris,Present and accounted for,Ellarion,FALSE
,Amie,Herriot,Defiance,spectrum,Present and accounted for,Ellarion,FALSE
,Anne,James,Purity,immortal,Present and accounted for,Ellarion,FALSE
,Herbie,Saitou,Purity,polaris,Present and accounted for,Ellarion,FALSE
,Dominick,Pain,Confidence,polaris,Present and accounted for,Caelena,FALSE
,Delice,Fairbairn,Confidence,cyclone,Present and accounted for,Caelena,FALSE
,Em,Spear,Defiance,polaris,Present and accounted for,Caelena,FALSE
,Camryn,Marston,Purity,spectrum,Present and accounted for,Ellarion,FALSE
,Kelleigh,Cox,Unity,aurora,Present and accounted for,Ellarion,FALSE
,Jilly,Francis,Purity,spectrum,Present and accounted for,Ellarion,FALSE
,Nadejda,Sessions,Justice,harbinger,Present and accounted for,Ellarion,FALSE
,Holden,Patterson,Strength,starfall,Present and accounted for,Osiris,FALSE
,Misty,Savage,Purity,spectrum,Present and accounted for,Ellarion,FALSE
,Fred,Boyce,Purity,memory,Present and accounted for,Ellarion,FALSE
,Mathew,Walters,Generosity,halo,Present and accounted for,Ellarion,FALSE
,Alma,Newell,Excellence,spectrum,Present and accounted for,Ellarion,FALSE
,Flo,Seymour,Hope,polaris,Present and accounted for,Ellarion,FALSE
,Ichiro,Abramson,Loyalty,spectrum,Present and accounted for,Caelena,FALSE
,Cayley,Stanton,Purity,halo,Present and accounted for,Ellarion,FALSE
,Maya,Patrickson,Loyalty,cyclone,Present and accounted for,Osiris,FALSE
,Janae,Adam,Ambition,cyclone,Present and accounted for,Ellarion,FALSE
,Mattie,Foster,Tranquility,cyclone,Present and accounted for,Caelena,FALSE
,Cary,Allard,Strength,cyclone,Present and accounted for,Caelena,FALSE
,Peyton,Jephson,Tranquility,spectrum,Present and accounted for,Ellarion,FALSE
,Rhiannon,Atterberry,Confidence,polaris,Present and accounted for,Ellarion,FALSE
,Mariya,Pemberton,Purity,immortal,Present and accounted for,Osiris,FALSE
,Phoebe,Hopper,Purity,polaris,Present and accounted for,Caelena,FALSE
,Meaghan,Andrewson,Defiance,odysseus,Present and accounted for,Ellarion,FALSE
,Jarred,Joseph,Tranquility,spectrum,Present and accounted for,Ellarion,FALSE
,Elmer,Burton,Confidence,polaris,Present and accounted for,Ellarion,FALSE
,Yevgeniy,Edgar,None,cyclone,Present and accounted for,Osiris,FALSE
,Storm,Naumov,Ambition,burro,Present and accounted for,Osiris,FALSE
,Jorja,Beringer,Ambition,aurora,Present and accounted for,Ellarion,FALSE
,Amabel,Patton,Purity,immortal,Present and accounted for,Osiris,FALSE
,Celestine,Revie,Excellence,spectrum,Present and accounted for,Ellarion,FALSE
,Solomon,Jephson,Generosity,spectrum,Present and accounted for,Ellarion,FALSE
,Kellie,Edgar,Unity,immortal,Present and accounted for,Osiris,FALSE
,Allie,Watkins,Purity,starfall,Present and accounted for,Osiris,FALSE
,Maura,Hermanson,Hope,polaris,Present and accounted for,Ellarion,FALSE
,Selby,Clifton,None,spectrum,Present and accounted for,Osiris,FALSE
,Nathan,Rowe,Ambition,polaris,Present and accounted for,Ellarion,FALSE
,Daryl,Wilbur,Ambition,centurion,Present and accounted for,Osiris,FALSE
,Norris,Dukes,Defiance,whirlwind,Present and accounted for,Caelena,FALSE
,Kalie,Webster,Loyalty,starfall,Present and accounted for,Ellarion,FALSE
,Irvine,Beringer,Purity,harbinger,Present and accounted for,Ellarion,FALSE
,Delilah,Moors,None,spectrum,Present and accounted for,Ellarion,FALSE
,Allyson,Hepburn,Purity,cyclone,Present and accounted for,Caelena,FALSE
,Kiara,Pavlovsky,Confidence,immortal,Present and accounted for,Osiris,FALSE
,Rosy,Owston,Defiance,polaris,Present and accounted for,Osiris,FALSE
,Barnabas,Hawking,None,aurora,Present and accounted for,Ellarion,FALSE
,Dene,Lynn,Generosity,starfall,Present and accounted for,Osiris,FALSE
,Shayla,Smalls,Purity,starfall,Present and accounted for,Osiris,FALSE
,Ingram,Krupin,Tranquility,cyclone,Present and accounted for,Ellarion,FALSE
,Timofei,Horton,Confidence,immortal,Present and accounted for,Osiris,FALSE
,Calla,Gage,Mercy,cyclone,Present and accounted for,Caelena,FALSE
,Rolf,Tollemache,Tranquility,halo,Present and accounted for,Osiris,FALSE
,Morton,Wiley,Confidence,cyclone,Present and accounted for,Ellarion,FALSE
,Howie,Varley,Intelligence,spectrum,Present and accounted for,Ellarion,FALSE
,Idella,Combs,Purity,polaris,Present and accounted for,Ellarion,FALSE
,Hideki,Owston,Ambition,starfall,Present and accounted for,Osiris,FALSE
,Shevaun,Fear,Defiance,polaris,Present and accounted for,Ellarion,FALSE
,Elfrida,Raines,Purity,spectrum,Present and accounted for,Ellarion,FALSE
,Caileigh,Sanders,Excellence,cyclone,Present and accounted for,Caelena,FALSE
,Akane,Hillam,Tranquility,immortal,Present and accounted for,Osiris,FALSE
,Scotty,Layton,Purity,polaris,Present and accounted for,Caelena,FALSE
,Anastasia,Webb,Ambition,aurora,Present and accounted for,Osiris,FALSE
,Tess,Kitchens,Purity,aurora,Present and accounted for,Ellarion,FALSE
,Payton,Elliston,Purity,cyclone,Present and accounted for,Caelena,FALSE
,Stanislav,Bullard,Confidence,whirlwind,Present and accounted for,Caelena,FALSE
,Beth,Dudley,Fairness,spectrum,Present and accounted for,Ellarion,FALSE
,Tasha,Satou,Confidence,spectrum,Present and accounted for,Ellarion,FALSE
,Yefrem,Cooke,Mercy,taurus,Present and accounted for,Caelena,FALSE
,Tsubame,Street,Kindness,valor,Present and accounted for,Ellarion,FALSE
,Dezi,Rimmer,Justice,spectrum,Present and accounted for,Ellarion,FALSE
,Schuyler,Brewer,Strength,aurora,Present and accounted for,Osiris,FALSE
,Merletta,Nikolaev,Ambition,spectrum,Present and accounted for,Ellarion,FALSE
,Janeka,Linville,Tranquility,polaris,Present and accounted for,Ellarion,FALSE
,Merit,Greene,Strength,taurus,Present and accounted for,Ellarion,FALSE
,Damian,Milburn,None,spectrum,Present and accounted for,Caelena,FALSE
,Vlasiy,Savage,Purity,harbinger,Present and accounted for,Ellarion,FALSE
,Tikhon,Marston,Confidence,aurora,Present and accounted for,Ellarion,FALSE
,Maxine,Rodgers,Mercy,cyclone,Present and accounted for,Caelena,FALSE
,Pyotr,Cheshire,Mercy,valor,Present and accounted for,Ellarion,FALSE
,Emory,Nye,Strength,centurion,Present and accounted for,Caelena,FALSE
,Jeanine,Whittemore,Generosity,polaris,Present and accounted for,Ellarion,FALSE
,Karissa,Pender,Hope,immortal,Present and accounted for,Osiris,FALSE
,Norah,Lynton,Ambition,cyclone,Present and accounted for,Ellarion,FALSE
,Isaiah,Jennings,None,spectrum,Present and accounted for,Ellarion,FALSE
,Greta,Wood,Loyalty,starfall,Present and accounted for,Osiris,FALSE
,Shanae,Bird,Generosity,polaris,Present and accounted for,Ellarion,FALSE
,Roxanne,Arterbury,Confidence,vulture,Present and accounted for,Osiris,FALSE
,Caelan,Erickson,Loyalty,cyclone,Present and accounted for,Caelena,FALSE
,Deana,Varnham,Hope,polaris,Present and accounted for,Osiris,FALSE
,Anna,Barlow,Generosity,spectrum,Present and accounted for,Osiris,FALSE
,Mariya,Garnier,Purity,polaris,Present and accounted for,Ellarion,FALSE
,Moe,Jewel,Logic,halo,Present and accounted for,Ellarion,FALSE
,Dex,Harland,Loyalty,starfall,Present and accounted for,Osiris,FALSE
,Cohen,Michael,Ambition,spectrum,Present and accounted for,Ellarion,FALSE
,Sunday,Fletcher,Tranquility,harbinger,Present and accounted for,Ellarion,FALSE
,Diana,Pavlovsky,Generosity,warrior,Present and accounted for,Osiris,FALSE
,Drea,Everly,Strength,aurora,Present and accounted for,Ellarion,FALSE
,Irwin,Ivers,Hope,spectrum,Present and accounted for,Ellarion,FALSE
,Naum,Mitchell,Excellence,polaris,Present and accounted for,Ellarion,FALSE
,Julia,Vinogradov,Logic,starfall,Present and accounted for,Osiris,FALSE
,Ichiro,Farmer,Purity,spectrum,Present and accounted for,Ellarion,FALSE
,Mica,Elliston,Confidence,whirlwind,Present and accounted for,Caelena,FALSE
,Twila,Jordan,Hope,whirlwind,Present and accounted for,Caelena,FALSE
,Bette,Longstaff,Excellence,taurus,Present and accounted for,Caelena,FALSE
,Fulton,Boyce,Confidence,halo,Present and accounted for,Caelena,FALSE
,Cyprian,Clarke,Purity,immortal,Present and accounted for,Osiris,FALSE
,Harper,Potter,Strength,aurora,Present and accounted for,Ellarion,FALSE
,Akiko,Royceston,Intelligence,immortal,Present and accounted for,Ellarion,FALSE
,Oliver,Bissette,Fairness,cyclone,Present and accounted for,Osiris,FALSE
,Alayna,Pearson,Purity,spectrum,Present and accounted for,Ellarion,FALSE
,Tomoko,Debenham,Hope,polaris,Present and accounted for,Ellarion,FALSE
,Stella,Courtenay,Purity,whirlwind,Present and accounted for,Caelena,FALSE
,Emilia,Burns,Confidence,aurora,Present and accounted for,Ellarion,FALSE
,Elias,Glazier,Tranquility,spectrum,Present and accounted for,Ellarion,FALSE
,Issy,Outlaw,Loyalty,spectrum,Present and accounted for,Ellarion,FALSE
,Linnaea,Collingwood,Confidence,spectrum,Present and accounted for,Ellarion,FALSE
,Angelia,Maki,Justice,polaris,Present and accounted for,Ellarion,FALSE
,Jena,Cook,Compassion,polaris,Present and accounted for,Osiris,FALSE
,Journee,Moon,Purity,immortal,Present and accounted for,Ellarion,FALSE
,Takahiro,Cantrell,Purity,halo,Present and accounted for,Ellarion,FALSE
,Lucas,Tupper,None,polaris,Present and accounted for,Ellarion,FALSE
,Detta,Suzuki,None,centurion,Present and accounted for,Ellarion,FALSE
,Keith,Yap,Mercy,spectrum,Present and accounted for,Ellarion,FALSE
,Elfrieda,Glass,None,whirlwind,Present and accounted for,Caelena,FALSE
,Marisa,Ingram,Tranquility,cyclone,Present and accounted for,Ellarion,FALSE
,Roselyn,Shimizu,Mercy,harbinger,Present and accounted for,Ellarion,FALSE
,Milton,Martins,Confidence,marauder,Present and accounted for,Osiris,FALSE
,Stephania,Ford,None,cyclone,Present and accounted for,Ellarion,FALSE
,Joisse,Head,Confidence,halo,Present and accounted for,Ellarion,FALSE
,Simone,Vernon,Purity,polaris,Present and accounted for,Ellarion,FALSE
,Hillary,Thatcher,None,inferno,Present and accounted for,Ellarion,FALSE
,Christen,Jacobson,None,spectrum,Present and accounted for,Ellarion,FALSE
,Janelle,Lockwood,Loyalty,immortal,Present and accounted for,Ellarion,FALSE
,Davy,Bourke,Purity,spectrum,Present and accounted for,Ellarion,FALSE
,Faina,Jamison,Defiance,valor,Present and accounted for,Ellarion,FALSE
,Ariana,Beake,Tranquility,spectrum,Present and accounted for,Ellarion,FALSE
,Sanya,Bardsley,Ambition,halo,Present and accounted for,Ellarion,FALSE
,Rosie,Savidge,Purity,polaris,Present and accounted for,Ellarion,FALSE
,Ebony,Hillam,Excellence,spectrum,Present and accounted for,Ellarion,FALSE
,Meredith,Kendal,Purity,spectrum,Present and accounted for,Ellarion,FALSE
,Zinovy,Shelby,Industry,immortal,Present and accounted for,Ellarion,FALSE
,Natille,Carter,Hope,spectrum,Present and accounted for,Ellarion,FALSE
,Henry,Trueman,Strength,spectrum,Present and accounted for,Ellarion,FALSE
,Fancy,Tate,None,warrior,Present and accounted for,Ellarion,FALSE
,Korrine,Hermanson,Purity,halo,Present and accounted for,Osiris,FALSE
,Seward,Garnett,Intelligence,spectrum,Present and accounted for,Ellarion,FALSE
,Ross,Dixon,Excellence,polaris,Present and accounted for,Caelena,FALSE
,Farrell,Victors,Generosity,polaris,Present and accounted for,Ellarion,FALSE
,Gabriel,Harrell,Loyalty,aurora,Present and accounted for,Ellarion,FALSE
,Phillis,Vance,Intelligence,polaris,Present and accounted for,Ellarion,FALSE
,Annora,Anson,Hope,cyclone,Present and accounted for,Ellarion,FALSE
,Shiro,Norwood,Purity,starfall,Present and accounted for,Osiris,FALSE
,Olya,Attwater,Ambition,aurora,Present and accounted for,Ellarion,FALSE
,Lonnie,Ramsey,Unity,centurion,Present and accounted for,Ellarion,FALSE
,Janella,Bissette,Confidence,starfall,Present and accounted for,Osiris,FALSE
,Arron,Tatton,Strength,polaris,Present and accounted for,Caelena,FALSE
,Takehiko,Wembley,Hope,immortal,Present and accounted for,Osiris,FALSE
,Harris,Ainsworth,Loyalty,cyclone,Present and accounted for,Caelena,FALSE
,Delicia,Richard,None,cyclone,Present and accounted for,Ellarion,FALSE
,Yamato,Chase,Strength,cyclone,Present and accounted for,Caelena,FALSE
,Carry,Christopher,Tenacity,spectrum,Present and accounted for,Ellarion,FALSE
,Ormonde,Ely,Purity,spectrum,Present and accounted for,Ellarion,FALSE
,Marcelyn,Masterson,None,cyclone,Present and accounted for,Caelena,FALSE
,April,Tanner,Intelligence,warrior,Present and accounted for,Ellarion,FALSE
,Wilfrid,Shaw,Loyalty,spectrum,Present and accounted for,Ellarion,FALSE
,Brandon,Hanley,Loyalty,spectrum,Present and accounted for,Ellarion,FALSE
,Miu,Benbow,Hope,starfall,Present and accounted for,Osiris,FALSE
,Gayla,Hudson,Strength,polaris,Present and accounted for,Caelena,FALSE
,Vladislav,Darrell,Purity,spectrum,Present and accounted for,Ellarion,FALSE
,Jada,Mason,Defiance,memory,Present and accounted for,Caelena,FALSE
,Zo&euml;,Holmes,Loyalty,polaris,Present and accounted for,Ellarion,FALSE
,Teal,Harvey,Purity,spectrum,Present and accounted for,Ellarion,FALSE
,Zinnia,Willard,Excellence,polaris,Present and accounted for,Ellarion,FALSE
,Petya,Stoddard,Generosity,harbinger,Present and accounted for,Ellarion,FALSE
,Sveta,Thacker,Confidence,immortal,Present and accounted for,Osiris,FALSE
,Alvina,Wilkins,Loyalty,polaris,Present and accounted for,Ellarion,FALSE
,Milo,Snider,Mercy,memory,Present and accounted for,Caelena,FALSE
,Davida,Wiley,Unity,valkyrie,Present and accounted for,Ellarion,FALSE
,Simon,Lukeson,Confidence,spectrum,Present and accounted for,Ellarion,FALSE
,Ern,Cokes,Hope,vulture,Present and accounted for,Osiris,FALSE
,Yuina,Roberts,Generosity,cyclone,Present and accounted for,Osiris,FALSE
,Gray,Carver,Loyalty,spectrum,Present and accounted for,Ellarion,FALSE
,Jensen,Witherspoon,Purity,halo,Present and accounted for,Ellarion,FALSE
,Lewis,Morris,Purity,immortal,Present and accounted for,Ellarion,FALSE
,Caden,Newell,Ambition,spectrum,Present and accounted for,Osiris,FALSE
,Hinata,Noel,Confidence,halo,Present and accounted for,Ellarion,FALSE
,Conor,Levitt,Strength,spectrum,Present and accounted for,Ellarion,FALSE
,Agafya,Whinery,Hope,spectrum,Present and accounted for,Ellarion,FALSE
,Bertram,Marsden,Defiance,polaris,Present and accounted for,Ellarion,FALSE
,Laureen,Trengove,Purity,immortal,Present and accounted for,Osiris,FALSE
,Karyn,Carlisle,Purity,immortal,Present and accounted for,Osiris,FALSE
,Ashlynn,Tupper,Strength,aurora,Present and accounted for,Ellarion,FALSE
,Loreen,Raines,Hope,harbinger,Present and accounted for,Ellarion,FALSE
,Matthew,Jenkins,Strength,polaris,Present and accounted for,Osiris,FALSE
,Russell,Kersey,Purity,vulture,Present and accounted for,Caelena,FALSE
,Prokhor,Howard,Tenacity,spectrum,Present and accounted for,Ellarion,FALSE
,Kaeden,Geary,Hope,spectrum,Present and accounted for,Caelena,FALSE
,Tsetsiliya,Rayne,Intelligence,starfall,Present and accounted for,Osiris,FALSE
,Klavdiya,Braxton,Mercy,spectrum,Present and accounted for,Ellarion,FALSE
,Kaylynn,Irvin,Industry,spectrum,Present and accounted for,Ellarion,FALSE
,Oliver,Wardrobe,Purity,spectrum,Present and accounted for,Ellarion,FALSE
,Ioann,Becket,Mercy,starfall,Present and accounted for,Osiris,FALSE
,Deana,Harrell,Strength,cyclone,Present and accounted for,Caelena,FALSE
,Evelynn,Everly,Confidence,polaris,Present and accounted for,Osiris,FALSE
,Hiraku,Dane,Justice,aurora,Present and accounted for,Ellarion,FALSE
,Noriko,Easton,Fairness,aurora,Present and accounted for,Ellarion,FALSE
,Darien,Cantrell,Excellence,whirlwind,Present and accounted for,Caelena,FALSE
,Shelagh,Banner,Purity,spectrum,Present and accounted for,Ellarion,FALSE
,Gae,Bishop,Purity,polaris,Present and accounted for,Ellarion,FALSE
,Kesha,Goodman,Defiance,polaris,Present and accounted for,Caelena,FALSE
,Morty,Lawson,Strength,polaris,Present and accounted for,Ellarion,FALSE
,Nyla,Caldwell,Ambition,cyclone,Present and accounted for,Ellarion,FALSE
,King,Brant,Confidence,aries,Present and accounted for,Ellarion,FALSE
,Kouki,Wyndham,Intelligence,cyclone,Present and accounted for,Caelena,FALSE
,Mary,Macy,Confidence,inferno,Present and accounted for,Ellarion,FALSE
,Eric,Mann,Generosity,cyclone,Present and accounted for,Ellarion,FALSE
,Nonie,Daniels,Ambition,spectrum,Present and accounted for,Ellarion,FALSE
,Kaede,Thorne,Purity,whirlwind,Present and accounted for,Ellarion,FALSE
,Brittania,Elwyn,Hope,cyclone,Present and accounted for,Osiris,FALSE
,Jewel,Bennet,Strength,halo,Present and accounted for,Ellarion,FALSE
,Delbert,Mori,Excellence,polaris,Present and accounted for,Ellarion,FALSE
,Luke,Borisov,Purity,spectrum,Present and accounted for,Ellarion,FALSE
,Beverley,Quick,Ambition,halo,Present and accounted for,Ellarion,FALSE
,Pierce,Monday,Strength,cyclone,Present and accounted for,Caelena,FALSE
,Shelley,Bullock,Hope,spectrum,Present and accounted for,Ellarion,FALSE
,Melville,Willard,Ambition,memory,Present and accounted for,Ellarion,FALSE
,Jacklyn,Tuft,Purity,aurora,Present and accounted for,Ellarion,FALSE
,Takara,Blanchard,Loyalty,spectrum,Present and accounted for,Ellarion,FALSE
,Aria,Mutton,Generosity,whirlwind,Present and accounted for,Ellarion,FALSE
,Julius,Saunders,Strength,cyclone,Present and accounted for,Caelena,FALSE
,Walt,Moses,Purity,spectrum,Present and accounted for,Ellarion,FALSE
,Kade,Norris,Tranquility,halo,Present and accounted for,Ellarion,FALSE
